source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Pngl::FlyBase:FBgn0033050	532
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Egfr::FlyBase:FBgn0003731	256
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Egfr::MGI:95294	128
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	EGFR::NCBIGene:1956	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Egfr::RGD:2543	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	TER94::FlyBase:FBgn0261014	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Vcp::MGI:99919	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	sgg::FlyBase:FBgn0003371	144
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Gsk3b::RGD:70982	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Jra::FlyBase:FBgn0001291	56
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Jun::MGI:96646	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	VCP::NCBIGene:7415	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	GSK3B::NCBIGene:2932	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Gsk3b::MGI:1861437	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	beta4GalNAcTA::FlyBase:FBgn0027538	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	B4GALT1::NCBIGene:2683	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Ngly1::MGI:1913276	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Traf2::MGI:101835	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	TRAF2::NCBIGene:7186	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	App::MGI:88059	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	App::RGD:2139	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	JUN::NCBIGene:3725	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	jun::ZFIN:ZDB-GENE-030131-7859	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	AQP::FlyBase:FBgn0033807	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	AQP12A::NCBIGene:375318	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Traf2::RGD:1310457	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	GENE	Jun::RGD:2943	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	DISO	Drosophila tarsal segment 4 phenotype::FBbt:00004651PHENOTYPE	64
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	DISO	Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE	64
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	548	DISO	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE	192
