source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	in 1 to 1 orthology relationship with	1400
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	has phenotype	1400
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	involved in	936
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	None	256
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	is part of	208
NGLY1::NCBIGene:55768	Aqp1::NCBIGene:11826	0	NA	0
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	in 1 to 1 orthology relationship with	648
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	has phenotype	648
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	enables	280
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	is part of	184
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	involved in	152
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	324	None	32
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	in 1 to 1 orthology relationship with	144
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	has phenotype	144
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	involved in	96
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	is part of	48
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	144	in 1 to 1 orthology relationship with	288
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	144	has phenotype	288
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	144	involved in	216
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	144	None	72
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	in 1 to 1 orthology relationship with	336
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	has phenotype	336
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	involved in	96
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	168	is part of	240
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	in 1 to 1 orthology relationship with	32
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	has phenotype	32
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	Source	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	involved in	16
AQP1::NCBIGene:358	Aqp1::NCBIGene:11826	0	NA	0
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	in 1 to 1 orthology relationship with	344
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	has phenotype	344
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	enables	140
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	involved in	120
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	None	20
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	172	is part of	64
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	in 1 to 1 orthology relationship with	24
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	has phenotype	24
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	involved in	16
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	is part of	8
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	in 1 to 1 orthology relationship with	1064
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	has phenotype	1064
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	None	384
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	involved in	648
AQP1::NCBIGene:358	AQP3::NCBIGene:360	532	enables	32
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	64	in 1 to 1 orthology relationship with	128
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	64	has phenotype	128
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	64	is part of	64
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	64	None	8
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	64	involved in	56
Aqp1::NCBIGene:11826	NGLY1::NCBIGene:55768	0	NA	0
Aqp1::NCBIGene:11826	AQP1::NCBIGene:358	0	NA	0
Aqp1::NCBIGene:11826	NFE2L1::NCBIGene:4779	0	NA	0
Aqp1::NCBIGene:11826	ENGASE::NCBIGene:64772	0	NA	0
Aqp1::NCBIGene:11826	AQP3::NCBIGene:360	0	NA	0
Aqp1::NCBIGene:11826	AQP11::NCBIGene:282679	0	NA	0
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	in 1 to 1 orthology relationship with	64
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	has phenotype	64
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	Source	32
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	involved in	32
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	992	in 1 to 1 orthology relationship with	1984
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	992	has phenotype	1984
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	992	None	584
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	992	involved in	1216
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	992	is part of	184
NFE2L1::NCBIGene:4779	Aqp1::NCBIGene:11826	0	NA	0
NFE2L1::NCBIGene:4779	ENGASE::NCBIGene:64772	16	in 1 to 1 orthology relationship with	32
NFE2L1::NCBIGene:4779	ENGASE::NCBIGene:64772	16	has phenotype	32
NFE2L1::NCBIGene:4779	ENGASE::NCBIGene:64772	16	involved in	32
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	280	in 1 to 1 orthology relationship with	560
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	280	has phenotype	560
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	280	involved in	372
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	280	enables	12
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	280	None	168
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	280	is part of	8
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	132	in 1 to 1 orthology relationship with	264
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	132	has phenotype	264
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	132	is part of	120
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	132	involved in	128
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	132	None	16
ENGASE::NCBIGene:64772	NGLY1::NCBIGene:55768	0	NA	0
ENGASE::NCBIGene:64772	AQP1::NCBIGene:358	0	NA	0
ENGASE::NCBIGene:64772	Aqp1::NCBIGene:11826	0	NA	0
ENGASE::NCBIGene:64772	NFE2L1::NCBIGene:4779	0	NA	0
ENGASE::NCBIGene:64772	AQP3::NCBIGene:360	0	NA	0
ENGASE::NCBIGene:64772	AQP11::NCBIGene:282679	0	NA	0
AQP3::NCBIGene:360	NGLY1::NCBIGene:55768	0	NA	0
AQP3::NCBIGene:360	AQP1::NCBIGene:358	2864	in 1 to 1 orthology relationship with	5728
AQP3::NCBIGene:360	AQP1::NCBIGene:358	2864	has phenotype	5728
AQP3::NCBIGene:360	AQP1::NCBIGene:358	2864	involved in	2720
AQP3::NCBIGene:360	AQP1::NCBIGene:358	2864	None	2384
AQP3::NCBIGene:360	AQP1::NCBIGene:358	2864	enables	320
AQP3::NCBIGene:360	AQP1::NCBIGene:358	2864	is part of	304
AQP3::NCBIGene:360	Aqp1::NCBIGene:11826	0	NA	0
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	184	in 1 to 1 orthology relationship with	368
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	184	has phenotype	368
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	184	None	36
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	184	enables	164
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	184	involved in	128
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	184	is part of	40
AQP3::NCBIGene:360	ENGASE::NCBIGene:64772	8	in 1 to 1 orthology relationship with	16
AQP3::NCBIGene:360	ENGASE::NCBIGene:64772	8	has phenotype	16
AQP3::NCBIGene:360	ENGASE::NCBIGene:64772	8	is part of	16
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	68	in 1 to 1 orthology relationship with	136
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	68	has phenotype	136
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	68	involved in	48
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	68	None	32
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	68	is part of	56
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	in 1 to 1 orthology relationship with	48
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	has phenotype	48
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	involved in	24
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	Source	24
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1028	in 1 to 1 orthology relationship with	2056
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1028	has phenotype	2056
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1028	involved in	1240
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1028	None	664
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1028	enables	40
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1028	is part of	112
AQP11::NCBIGene:282679	Aqp1::NCBIGene:11826	0	NA	0
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	208	in 1 to 1 orthology relationship with	416
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	208	has phenotype	416
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	208	involved in	152
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	208	None	40
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	208	enables	144
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	208	is part of	80
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	in 1 to 1 orthology relationship with	32
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	has phenotype	32
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	involved in	24
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	is part of	8
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	372	in 1 to 1 orthology relationship with	744
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	372	has phenotype	744
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	372	involved in	464
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	372	None	244
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	372	is part of	8
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	372	enables	28
