source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	GENE	3156
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	DISO	1052
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1052	PHYS	1052
NGLY1::NCBIGene:55768	Aqp1::NCBIGene:11826	0	NA	0
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	656	GENE	1968
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	656	DISO	656
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	656	PHYS	656
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	GENE	216
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	DISO	72
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	72	PHYS	72
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	404	GENE	1212
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	404	DISO	404
NGLY1::NCBIGene:55768	AQP3::NCBIGene:360	404	PHYS	404
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	356	GENE	1068
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	356	DISO	356
NGLY1::NCBIGene:55768	AQP11::NCBIGene:282679	356	PHYS	356
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	GENE	48
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	DISO	16
AQP1::NCBIGene:358	NGLY1::NCBIGene:55768	16	PHYS	16
AQP1::NCBIGene:358	Aqp1::NCBIGene:11826	0	NA	0
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	264	GENE	792
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	264	DISO	264
AQP1::NCBIGene:358	NFE2L1::NCBIGene:4779	264	PHYS	264
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	GENE	36
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	DISO	12
AQP1::NCBIGene:358	ENGASE::NCBIGene:64772	12	PHYS	12
AQP1::NCBIGene:358	AQP3::NCBIGene:360	1548	GENE	4644
AQP1::NCBIGene:358	AQP3::NCBIGene:360	1548	DISO	1548
AQP1::NCBIGene:358	AQP3::NCBIGene:360	1548	PHYS	1548
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	616	GENE	1848
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	616	DISO	616
AQP1::NCBIGene:358	AQP11::NCBIGene:282679	616	PHYS	616
Aqp1::NCBIGene:11826	NGLY1::NCBIGene:55768	0	NA	0
Aqp1::NCBIGene:11826	AQP1::NCBIGene:358	0	NA	0
Aqp1::NCBIGene:11826	NFE2L1::NCBIGene:4779	0	NA	0
Aqp1::NCBIGene:11826	ENGASE::NCBIGene:64772	0	NA	0
Aqp1::NCBIGene:11826	AQP3::NCBIGene:360	0	NA	0
Aqp1::NCBIGene:11826	AQP11::NCBIGene:282679	0	NA	0
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	GENE	96
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	DISO	32
NFE2L1::NCBIGene:4779	NGLY1::NCBIGene:55768	32	PHYS	32
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	1464	GENE	4392
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	1464	DISO	1464
NFE2L1::NCBIGene:4779	AQP1::NCBIGene:358	1464	PHYS	1464
NFE2L1::NCBIGene:4779	Aqp1::NCBIGene:11826	0	NA	0
NFE2L1::NCBIGene:4779	ENGASE::NCBIGene:64772	16	GENE	48
NFE2L1::NCBIGene:4779	ENGASE::NCBIGene:64772	16	DISO	16
NFE2L1::NCBIGene:4779	ENGASE::NCBIGene:64772	16	PHYS	16
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	568	GENE	1704
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	568	DISO	568
NFE2L1::NCBIGene:4779	AQP3::NCBIGene:360	568	PHYS	568
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	308	GENE	924
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	308	DISO	308
NFE2L1::NCBIGene:4779	AQP11::NCBIGene:282679	308	PHYS	308
ENGASE::NCBIGene:64772	NGLY1::NCBIGene:55768	0	NA	0
ENGASE::NCBIGene:64772	AQP1::NCBIGene:358	0	NA	0
ENGASE::NCBIGene:64772	Aqp1::NCBIGene:11826	0	NA	0
ENGASE::NCBIGene:64772	NFE2L1::NCBIGene:4779	0	NA	0
ENGASE::NCBIGene:64772	AQP3::NCBIGene:360	0	NA	0
ENGASE::NCBIGene:64772	AQP11::NCBIGene:282679	0	NA	0
AQP3::NCBIGene:360	NGLY1::NCBIGene:55768	0	NA	0
AQP3::NCBIGene:360	AQP1::NCBIGene:358	3952	GENE	11856
AQP3::NCBIGene:360	AQP1::NCBIGene:358	3952	DISO	3952
AQP3::NCBIGene:360	AQP1::NCBIGene:358	3952	PHYS	3952
AQP3::NCBIGene:360	Aqp1::NCBIGene:11826	0	NA	0
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	264	GENE	792
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	264	DISO	264
AQP3::NCBIGene:360	NFE2L1::NCBIGene:4779	264	PHYS	264
AQP3::NCBIGene:360	ENGASE::NCBIGene:64772	8	GENE	24
AQP3::NCBIGene:360	ENGASE::NCBIGene:64772	8	DISO	8
AQP3::NCBIGene:360	ENGASE::NCBIGene:64772	8	PHYS	8
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	460	GENE	1380
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	460	DISO	460
AQP3::NCBIGene:360	AQP11::NCBIGene:282679	460	PHYS	460
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	GENE	72
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	DISO	24
AQP11::NCBIGene:282679	NGLY1::NCBIGene:55768	24	PHYS	24
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1868	GENE	5604
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1868	DISO	1868
AQP11::NCBIGene:282679	AQP1::NCBIGene:358	1868	PHYS	1868
AQP11::NCBIGene:282679	Aqp1::NCBIGene:11826	0	NA	0
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	308	GENE	924
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	308	DISO	308
AQP11::NCBIGene:282679	NFE2L1::NCBIGene:4779	308	PHYS	308
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	GENE	48
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	DISO	16
AQP11::NCBIGene:282679	ENGASE::NCBIGene:64772	16	PHYS	16
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	904	GENE	2712
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	904	DISO	904
AQP11::NCBIGene:282679	AQP3::NCBIGene:360	904	PHYS	904
