source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Pngl::FlyBase:FBgn0033050	1836
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	RpS27A::FlyBase:FBgn0003942	100
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	RPS27A::NCBIGene:6233	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Egfr::FlyBase:FBgn0003731	704
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Egfr::MGI:95294	352
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Drip::FlyBase:FBgn0015872	180
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Aqp4::MGI:107387	60
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Jra::FlyBase:FBgn0001291	112
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Jun::MGI:96646	56
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	bchs::FlyBase:FBgn0043362	36
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Wdfy3::MGI:1096875	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	RpL40::FlyBase:FBgn0003941	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	UBA52::NCBIGene:7311	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	JUN::NCBIGene:3725	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	sinah::FlyBase:FBgn0259794	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Siah1a::MGI:108064	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Jun::RGD:2943	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	AQP4::NCBIGene:361	76
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	sgg::FlyBase:FBgn0003371	288
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	GSK3B::NCBIGene:2932	64
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Hcf::FlyBase:FBgn0039904	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Hcfc1::MGI:105942	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	TER94::FlyBase:FBgn0261014	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	VCP::NCBIGene:7415	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	EGFR::NCBIGene:1956	220
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Egfr::RGD:2543	132
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Rps27a::MGI:1925544	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	HCFC1::NCBIGene:3054	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Gsk3b::MGI:1861437	160
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Gsk3b::RGD:70982	64
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	aqp4::ZFIN:ZDB-GENE-040724-152	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Rpt2::FlyBase:FBgn0015282	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	PSMC1::NCBIGene:5700	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	AQP::FlyBase:FBgn0033807	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	AQP12A::NCBIGene:375318	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	beta4GalNAcTA::FlyBase:FBgn0027538	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	B4GALT1::NCBIGene:2683	80
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Vcp::MGI:99919	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	CG18278::FlyBase:FBgn0033836	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	GNS::NCBIGene:2799	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	WDFY3::NCBIGene:23001	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	p47::FlyBase:FBgn0033179	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	NSFL1C::NCBIGene:55968	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	GENE	Ngly1::MGI:1913276	16
