source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Pngl::FlyBase:FBgn0033050	688
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Egfr::FlyBase:FBgn0003731	360
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Egfr::MGI:95294	144
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Jra::FlyBase:FBgn0001291	96
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Jun::MGI:96646	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	JUN::NCBIGene:3725	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Jun::RGD:2943	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Hcf::FlyBase:FBgn0039904	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Hcfc1::MGI:105942	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	EGFR::NCBIGene:1956	108
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Egfr::RGD:2543	108
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	sgg::FlyBase:FBgn0003371	168
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Gsk3b::MGI:1861437	96
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Gsk3b::RGD:70982	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	HCFC1::NCBIGene:3054	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	bchs::FlyBase:FBgn0043362	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	WDFY3::NCBIGene:23001	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Ngly1::MGI:1913276	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Traf2::MGI:101835	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	TRAF2::NCBIGene:7186	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	RpS27A::FlyBase:FBgn0003942	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	RPS27A::NCBIGene:6233	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	beta4GalNAcTA::FlyBase:FBgn0027538	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	B4GALT1::NCBIGene:2683	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	GSK3B::NCBIGene:2932	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	Traf2::RGD:1310457	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	jun::ZFIN:ZDB-GENE-030131-7859	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	App::MGI:88059	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	App::RGD:2139	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	RpL40::FlyBase:FBgn0003941	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	GENE	UBA52::NCBIGene:7311	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	short lived::FBcv:0000385	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	Drosophila embryo phenotype::FBbt:00000052PHENOTYPE	116
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	partially lethal - majority die::FBcv:0000352	104
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	Drosophila tarsal segment 4 phenotype::FBbt:00004651PHENOTYPE	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	female sterile::FBcv:0000366	60
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	developmental rate defective::FBcv:0000450	68
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	lethal - all die before end of P-stage::FBcv:0002000	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	some die during pharate adult stage::FBcv:0002038	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	wing margin phenotype::FBbt:00005378PHENOTYPE	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	Drosophila pretarsus phenotype::FBbt:00004653PHENOTYPE	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	wing vein phenotype::FBbt:00004751PHENOTYPE	76
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	Abnormality of cell physiology::HP:0011017	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	Drosophila wing blade phenotype::FBbt:00006015PHENOTYPE	28
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	male sterile::FBcv:0000370	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	DISO	partially lethal - majority live::FBcv:0000350	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	PHYS	wound healing::GO:0042060	72
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	PHYS	positive regulation of epithelial cell migration::GO:0010634	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	PHYS	positive regulation of fibroblast proliferation::GO:0048146	140
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	PHYS	axon::GO:0030424	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	700	PHYS	nuclear membrane::GO:0031965	44
