source	target	paths_count	relation_1	node_2	relation_2	node_3	relation_3	node_4	relation_4	node_5	relation_5	node_6	relation_6	metapaths_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	is part of	['PHYS']	is part of	676
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	involved in	['PHYS']	involved in	612
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	None	['PHYS']	involved in	340
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	enables	['PHYS']	enables	164
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	involved in	['PHYS']	Source	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	None	['PHYS']	is part of	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	Source	['PHYS']	involved in	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	None	['PHYS']	enables	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	1852	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	Source	['PHYS']	Source	8
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	1088	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	is part of	['PHYS']	is part of	476
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	1088	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	involved in	['PHYS']	involved in	412
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	1088	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	enables	['PHYS']	enables	164
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	1088	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	None	['PHYS']	involved in	20
NGLY1::NCBIGene:55768	NFE2L1::NCBIGene:4779	1088	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	None	['PHYS']	enables	16
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	680	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	involved in	['PHYS']	involved in	424
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	680	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	Source	['PHYS']	involved in	68
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	680	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	Source	['PHYS']	Source	60
NGLY1::NCBIGene:55768	ENGASE::NCBIGene:64772	680	in 1 to 1 orthology relationship with	['GENE']	has phenotype	['DISO']	has phenotype	['GENE']	in 1 to 1 orthology relationship with	['GENE']	involved in	['PHYS']	Source	60
