source	target	number_of_paths	node_type	node_value	node_count
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Pngl::FlyBase:FBgn0033050	920
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Egfr::FlyBase:FBgn0003731	440
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Egfr::MGI:95294	176
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Drip::FlyBase:FBgn0015872	68
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Aqp4::MGI:107387	32
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Jra::FlyBase:FBgn0001291	96
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Jun::MGI:96646	48
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	JUN::NCBIGene:3725	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Jun::RGD:2943	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Hcf::FlyBase:FBgn0039904	40
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Hcfc1::MGI:105942	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	EGFR::NCBIGene:1956	132
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Egfr::RGD:2543	132
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	AQP4::NCBIGene:361	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	HCFC1::NCBIGene:3054	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	sgg::FlyBase:FBgn0003371	224
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Gsk3b::MGI:1861437	128
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Gsk3b::RGD:70982	64
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	beta4GalNAcTA::FlyBase:FBgn0027538	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	B4GALT1::NCBIGene:2683	16
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	bchs::FlyBase:FBgn0043362	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	WDFY3::NCBIGene:23001	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Ngly1::MGI:1913276	12
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Traf2::MGI:101835	8
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	TRAF2::NCBIGene:7186	4
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	Aqp4::RGD:2143	24
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	RpS27A::FlyBase:FBgn0003942	20
NGLY1::NCBIGene:55768	AQP1::NCBIGene:358	932	GENE	RPS27A::NCBIGene:6233	20
